sentence_key_furigana	sentence_key_plain	Word	Sentence	Word Audio	Sentence Audio	Definition	Definition Audio	Image	Notes
教[きょう] 室[しつ]を 出[で]る 時[とき]は 電[でん] 気[き]を<b>消[け]して</b>ください。	教 室を 出る 時は 電 気を<b>消して</b>ください。	消[け]す:0	教[きょう] 室[しつ]を 出[で]る 時[とき]は 電[でん] 気[き]を<b>消[け]して</b>ください。	[sound:消す_ケス━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0109.mp3]	<!-- def-type=\"bilingual\" -->To turn something off or make it disappear; to extinguish.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->そこにあるものをなくすこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00920.mp3]<!-- def-end -->	\"<img src=\"\"setsuden_off.webp\"\">\"	When you leave the classroom, please turn off the lights.
体[からだ]の<b>調[ちょう] 子[し]</b>が 良[よ]くないです。	体の<b>調 子</b>が 良くないです。	調[ちょう] 子[し]:0-	体[からだ]の<b>調[ちょう] 子[し]</b>が 良[よ]くないです。	[sound:調子_チョーシ━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0967.mp3]	<!-- def-type=\"bilingual\" -->The condition or state of how something is functioning.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->体や物が、今うまくいっているかどうかという状態。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00921.mp3]<!-- def-end -->	\"<img src=\"\"sick_guai_warui_man.webp\"\">\"	My condition is not good.
<b>お 互[たが]い</b>を 信[しん] 頼[らい]することが 大[だい] 事[じ]です。	<b>お 互い</b>を 信 頼することが 大 事です。	お 互[たが]い:0-	<b>お 互[たが]い</b>を 信[しん] 頼[らい]することが 大[だい] 事[じ]です。	[sound:3056V.mp3]	[sound:3056S.mp3]	<!-- def-type=\"bilingual\" -->Each other; the relationship or feeling between two people that goes both ways.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->自分と相手、両方のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00922.mp3]<!-- def-end -->	\"<img src=\"\"communication_hanashiai.webp\"\">\"	It is important to trust each other.
彼[かの] 女[じょ]は 着[き] 物[もの]がよく<b>似[に] 合[あ]います</b>。	彼 女は 着 物がよく<b>似 合います</b>。	似[に] 合[あ]う:k2	彼[かの] 女[じょ]は 着[き] 物[もの]がよく<b>似[に] 合[あ]います</b>。	[sound:e7a3e32a2689474c8bfb5ecb7eb735b3.mp3]	[sound:db36348295b6a2860e03e8b44e4eec66.mp3]	<!-- def-type=\"bilingual\" -->To suit or look good on someone; a natural, flattering match.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->その人にぴったり合っていて、すてきに見えること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00923.mp3]<!-- def-end -->	\"<img src=\"\"shichigosan7.webp\"\">\"	Kimonos suit her well.
私[わたし]は<b>猫[ねこ]</b>が 大[だい] 好[す]きです。	私は<b>猫</b>が 大 好きです。	猫[ねこ]:1-	私[わたし]は<b>猫[ねこ]</b>が 大[だい] 好[す]きです。	[sound:1bea838a665e782745c2c03a7ae88c08-be780e4976dd7dc028c22fcd27aef52674c93682.mp3]	[sound:ab78365ad52f85a5e2eac6a449093293-f52720e4af5ece76ba1b096f29b3bbf0d700f6ff.mp3]	<!-- def-type=\"bilingual\" -->A cat.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->家で飼う、小さくてふわふわした動物。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00924.mp3]<!-- def-end -->	\"<img alt=\"\"太った猫のイラスト\"\" src=\"\"pet_fat_cat.webp\"\">\"	I love cats.
<b>犬[いぬ]</b>のポスターが 欲[ほ]しいです。	<b>犬</b>のポスターが 欲しいです。	犬[いぬ]:2-	<b>犬[いぬ]</b>のポスターが 欲[ほ]しいです。	[sound:5db40722be7586ada6867b6b1bf14959-c983af2c9cdd73ed8dd103c332a0b7e78dfccf48.mp3]	[sound:JLPT_Tango_N4_0098.mp3]	<!-- def-type=\"bilingual\" -->A dog.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->人と一緒に暮らす、ワンワンと鳴く動物。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00925.mp3]<!-- def-end -->	\"<img src=\"\"dog_akitainu.webp\"\">\"	I want a poster of a dog.<br><br><div>Possessive の overwrites odaka pitch, making it いぬ￣ instead of いぬ＼.<br></div>
先[せん] 生[せい]に<b>お 礼[れい]</b>の 手[て] 紙[がみ]を 書[か]きました。	先 生に<b>お 礼</b>の 手 紙を 書きました。	お 礼[れい]:0-	先[せん] 生[せい]に<b>お 礼[れい]</b>の 手[て] 紙[がみ]を 書[か]きました。	[sound:お礼_オレー━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0549.mp3]	<!-- def-type=\"bilingual\" -->A formal expression of thanks or gratitude, often through a gift or gesture.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「ありがとう」という気持ちを相手に伝えること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00926.mp3]<!-- def-end -->	\"<img src=\"\"business_ojigi_man.webp\"\">\"	I wrote a letter of gratitude to my teacher.
<b>後[こう] 悔[かい]</b>しても、しょうがない。	<b>後 悔</b>しても、しょうがない。	後[こう] 悔[かい]:1-	<b>後[こう] 悔[かい]</b>しても、しょうがない。	[sound:f14f95599818332420fe88ef5635e702.mp3]	[sound:5fa5f7911b952c756b3953eb7ac7a454.mp3]	<!-- def-type=\"bilingual\" -->The feeling of wishing you'd done something differently; regret.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「あのときああすればよかった」と思う気持ち。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00927.mp3]<!-- def-end -->	\"<img src=\"\"hansei_koukai_man.webp\"\">\"	Even if you have regrets, there's nothing you can do.
彼[かれ]は 本[ほん] 社[しゃ]で 働[はたら]くことを<b>希[き] 望[ぼう]</b>しています。	彼は 本 社で 働くことを<b>希 望</b>しています。	希[き] 望[ぼう]:0-	彼[かれ]は 本[ほん] 社[しゃ]で 働[はたら]くことを<b>希[き] 望[ぼう]</b>しています。	[sound:c7d7dabfc9fcd64a67d56497577ff6ff.mp3]	[sound:c7e03fd44d24a79a4ba27b68a066dd44.mp3]	<!-- def-type=\"bilingual\" -->A wish or hope for something you want to happen.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「こうしたい」「こうなりたい」と願う気持ち。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00928.mp3]<!-- def-end -->	\"<img alt=\"\"将来の夢のイラスト\"\" src=\"\"kodomo_syourai_yume2-d88871f84c097b244211446d73e6686737348f09.webp\"\">\"	He hopes to work at the head office.
やっと 熱[ねつ]が<b>下[さ]がった</b>。	やっと 熱が<b>下がった</b>。	下[さ]がる:k2	やっと 熱[ねつ]が<b>下[さ]がった</b>。	[sound:3b2707511afa1dfde829f812ff548932-e4b569a2fcd7134b2353aa4570360c05a8f4425a.mp3]	[sound:9a6010d95b8908e362c9c9a4219abfc0-7276789ecfbb7d20d003cc80227c959e537ab3d9.mp3]	<!-- def-type=\"bilingual\" -->To go down or decrease from a higher level.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->高かったものが低くなること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00929.mp3]<!-- def-end -->	\"<img src=\"\"graph_down.webp\"\">\"	His fever finally went down.
私[わたし]は 夏[なつ]に 京[きょう] 都[と]を<b>訪[おとず]れました</b>。	私は 夏に 京 都を<b>訪れました</b>。	訪[おとず]れる:k4	私[わたし]は 夏[なつ]に 京[きょう] 都[と]を<b>訪[おとず]れました</b>。	[sound:2b7754646221302217997117e6e2449b-41adbcf9b66530489808643f6a2ce1e4aed960fd.mp3]	[sound:1ff4dd0d2ea14f23f8d116c091a03901-a62434cd78250393449e8261a01b7d841dfaf280.mp3]	<!-- def-type=\"bilingual\" -->To visit or go to a place, usually with some purpose or intention.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ある場所へ出かけて行くこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00930.mp3]<!-- def-end -->	\"<img src=\"\"school_sansyamendan.webp\"\">\"	I visited Kyoto this summer.
頑[がん] 張[ば]ったので<b>褒[ほ]められました</b>。	頑 張ったので<b>褒められました</b>。	褒[ほ]める:k2	頑[がん] 張[ば]ったので<b>褒[ほ]められました</b>。	[sound:641a1f27f3a8f161731b3ffe0257ae77-e7eb276f484e6475b98b40c08738d6d79e021bc7.mp3]	[sound:c0e287b5c10761edf5e09ffb77ab57c9-2f08cc63a2e36594686cea6bae04923db7d3f4cb.mp3]	<!-- def-type=\"bilingual\" -->To praise or compliment someone; telling them they did well.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「すごいね」「えらいね」と相手のよいところを言うこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00931.mp3]<!-- def-end -->	\"<img src=\"\"sensei_homeru.webp\"\">\"	He was praised because he worked hard.
僕[ぼく]と 姉[あね]の<b>性[せい] 格[かく]</b>は 正[せい] 反[はん] 対[たい]です。	僕と 姉の<b>性 格</b>は 正 反 対です。	性[せい] 格[かく]:0-	僕[ぼく]と 姉[あね]の<b>性[せい] 格[かく]</b>は 正[せい] 反[はん] 対[たい]です。	[sound:c08abe89295f5eb5d8ae95f87acc7235.mp3]	[sound:de402ec763ab5d01f35ce89d1d99118e.mp3]	<!-- def-type=\"bilingual\" -->A person's personality or character; their inner nature and tendencies.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->優しいとか怒りっぽいとかいった、その人の心の特徴。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00932.mp3]<!-- def-end -->	\"<img alt=\"\"目つきの悪い人のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"shiryoku_metsuki.webp\"\">\"	My personality and my elder sister's are the exact opposite.
これは 家[か] 族[ぞく]の<b>写[しゃ] 真[しん]</b>です。	これは 家 族の<b>写 真</b>です。	写[しゃ] 真[しん]:0-	これは 家[か] 族[ぞく]の<b>写[しゃ] 真[しん]</b>です。	[sound:写真_シャシン━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0537.mp3]	<!-- def-type=\"bilingual\" -->A photograph.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->カメラで、目の前のものをそのまま残したもの。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00933.mp3]<!-- def-end -->	\"<img src=\"\"photo_camera_man.webp\"\">\"	This is a photograph of my family.
この<b>薬[くすり]</b>を 必[かなら]ず 飲[の]んでください。	この<b>薬</b>を 必ず 飲んでください。	薬[くすり]:0-	この<b>薬[くすり]</b>を 必[かなら]ず 飲[の]んでください。	[sound:24ea77add8bafda7b39ec48a41d245ed-cfdb1d4962a89c562febb8132f6e33195890329f.mp3]	[sound:7e9034944c1819ed41a0b73cd197dfb9-9d82ab68dd5d6b0b9b43f6e64a5110e777206e9f.mp3]	<!-- def-type=\"bilingual\" -->Medicine; something you take to treat or prevent illness.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->体の調子が悪いときに、治すために飲んだり塗ったりするもの。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00934.mp3]<!-- def-end -->	\"<img src=\"\"medical_medicine.webp\"\">\"	Please be sure to take this medicine.
彼[かれ]は 高[こう] 校[こう] 時[じ] 代[だい]からの<b>友[ゆう] 人[じん]</b>です。	彼は 高 校 時 代からの<b>友 人</b>です。	友[ゆう] 人[じん]:0-	彼[かれ]は 高[こう] 校[こう] 時[じ] 代[だい]からの<b>友[ゆう] 人[じん]</b>です。	[sound:10488ccc753441b03ab6e6ef768feab3.mp3]	[sound:d479e8972bbdbf0968d1e8a9500da971.mp3]	<!-- def-type=\"bilingual\" -->A friend; someone you know well and have a good relationship with.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->仲のいい知り合いのこと、つまり友達。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00935.mp3]<!-- def-end -->	\"<img src=\"\"party_drink_rojou_noimikai.webp\"\">\"	He's my old friend from high school.
<b>かつて</b> 私[わたし]が 学[がく] 生[せい]だった 頃[ころ]のことです。	<b>かつて</b> 私が 学 生だった 頃のことです。	かつて:1-	<b>かつて</b> 私[わたし]が 学[がく] 生[せい]だった 頃[ころ]のことです。	[sound:2354e005e29d3997de0dec4a108efef7-4082569927e5207a6ca5f908157280a581338535.mp3]	[sound:9050234f1ac9d6f056961362caf80899-28ba5077e8967927a9f7755d6e31cc22a0462dbb.mp3]	<!-- def-type=\"bilingual\" -->Once, in the past; refers to a time long ago in one's life.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->今よりずっと前の、昔のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00936.mp3]<!-- def-end -->	\"<img alt=\"\"故郷を懐かしむお年寄りのイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"roujin_kokyou-420f677856eddecaf679c694072709351eb2687b.webp\"\">\"	That was when I was still a student.
彼[かの] 女[じょ]が 将[しょう] 来[らい]、 大[だい] 統[とう] 領[りょう]になることは<b>確[かく] 実[じつ]</b>です。	彼 女が 将 来、 大 統 領になることは<b>確 実</b>です。	確[かく] 実[じつ]:0-	彼[かの] 女[じょ]が 将[しょう] 来[らい]、 大[だい] 統[とう] 領[りょう]になることは<b>確[かく] 実[じつ]</b>です。	[sound:25d2a0e470d4bbc4d65f2a27f37612d8.mp3]	[sound:2a74669be915c7b083b07cb1f0c679c1.mp3]	<!-- def-type=\"bilingual\" -->Certain; sure to happen, with no room for doubt.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->間違いなくそうなると言い切れること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00937.mp3]<!-- def-end -->	\"<img alt=\"\"チェックボックスのイラスト（オレンジ）\"\" src=\"\"mark_checkbox4_orange.webp\"\">\"	It is certain that she will become the president in the future.
<b>もはや</b> 彼[かれ]の 助[たす]けは 必[ひつ] 要[よう]じゃないの。	<b>もはや</b> 彼の 助けは 必 要じゃないの。	もはや:1-	<b>もはや</b> 彼[かれ]の 助[たす]けは 必[ひつ] 要[よう]じゃないの。	[sound:a3b8b66565ee7241145a13f248c00f4c.mp3]	[sound:bd80da4104e19a19a2f938a36a39cda6.mp3]	<!-- def-type=\"bilingual\" -->At this point; no longer; something that was once true has ceased to be.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「もう」と同じで、すでにその状態になっていること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00938.mp3]<!-- def-end -->	\"<img src=\"\"buranko_businessman_sad.png\"\">\"	His help is no longer needed.
台[たい] 風[ふう]が<b>去[さ]って</b> 風[かぜ]が 静[しず]まったね。	台 風が<b>去って</b> 風が 静まったね。	去[さ]る:k1	台[たい] 風[ふう]が<b>去[さ]って</b> 風[かぜ]が 静[しず]まったね。	[sound:0ba93475c5d21f207f203e78336e29a6.mp3]	[sound:4372S.mp3]	<!-- def-type=\"bilingual\" -->To leave or pass by; for something present to go away.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->そこにあったものが、離れていなくなること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00939.mp3]<!-- def-end -->	\"<img alt=\"\"ドアへ入る人のイラスト（男性会社員） | かわいいフリー素材集 いらすとや\"\" src=\"\"door_in_businessman-eb679df4bcce5fc389ffc4f27e9d393f89bb2062.webp\"\">\"	The typhoon has passed and the wind has dropped.
計[けい] 画[かく]を<b>一[いち] 部[ぶ]</b> 変[へん] 更[こう]しましょう。	計 画を<b>一 部</b> 変 更しましょう。	一[いち] 部[ぶ]:2-	計[けい] 画[かく]を<b>一[いち] 部[ぶ]</b> 変[へん] 更[こう]しましょう。	[sound:0d2a717e7756c9f6b8116c198a395461-e8da200b193094d89617363be579d28f4c2887a7.mp3]	[sound:aa248baef5e2eb9ac04dacf5e11b1f45-e9670e70dcff15d328fa5d71876e8bc925ea4f21.mp3]	<!-- def-type=\"bilingual\" -->A part or portion of something; not the whole.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->全部ではなく、そのうちのいくらかの部分。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00940.mp3]<!-- def-end -->	\"<img alt=\"\"ブロックのおもちゃのイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"lego_block.webp\"\">\"	Let's change part of the plan.
